"","Term","p.value","p.adj","z.score","set.size","set.mean","set.sd"
"GO:0015904","tetracycline transport",0.338730608182307,0.489537014398895,-0.415930013587913,1,-0.00211541068406152,NA
"GO:0060753","regulation of mast cell chemotaxis",0.338733482038375,0.489537014398895,-0.415922159057455,4,-0.000607673370935473,0.00634200231511362
"GO:0060754","positive regulation of mast cell chemotaxis",0.338733482038375,0.489537014398895,-0.415922159057455,4,-0.000607673370935473,0.00634200231511362
"GO:0097065","anterior head development",0.338754205243786,0.489537014398895,-0.415865521264457,2,-0.00123189981860065,0.00174216943095
"GO:2000742","regulation of anterior head development",0.338754205243786,0.489537014398895,-0.415865521264457,2,-0.00123189981860065,0.00174216943095
"GO:2000744","positive regulation of anterior head development",0.338754205243786,0.489537014398895,-0.415865521264457,2,-0.00123189981860065,0.00174216943095
"GO:0032536","regulation of cell projection size",0.338789650965479,0.489537014398895,0.415768649022448,6,0.00213001712424445,0.010687609741863
"GO:0033829","O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity",0.338792366068698,0.489537014398895,-0.415761228876355,3,-0.000840248800811707,0.00313313141094281
"GO:0010958","regulation of amino acid import",0.338830068838359,0.489537014398895,-0.415658192780402,2,-0.00123083709461255,0.0028198189430809
"GO:0035881","amacrine cell differentiation",0.33886675656517,0.489537014398895,-0.415557934882542,5,-0.000447311177986798,0.00100021820107399
"GO:0032488","Cdc42 protein signal transduction",0.339036494126048,0.489537014398895,0.415094141162624,4,0.00240415832087886,0.0054649816859799
"GO:0070474","positive regulation of uterine smooth muscle contraction",0.339044792382384,0.489537014398895,0.415071469159664,7,0.00203681235851143,0.00878580409561062
"GO:0019911","structural constituent of myelin sheath",0.339104120791714,0.489537014398895,-0.414909381818958,3,-0.000836683757329796,0.000970197768643267
"GO:0004383","guanylate cyclase activity",0.339166550122448,0.489537014398895,0.414738834419072,8,0.00196249056941773,0.00745320340476319
"GO:0043569","negative regulation of insulin-like growth factor receptor signaling pathway",0.339172728774317,0.489537014398895,0.414721955941613,7,0.00203585488295579,0.00410005449664748
"GO:0034377","plasma lipoprotein particle assembly",0.339203308709103,0.489537014398895,-0.414638421215186,17,0.000171072203505699,0.00520205856819276
"GO:0004912","interleukin-3 receptor activity",0.339288704725268,0.489537014398895,-0.414405161580896,2,-0.00122441430943844,0.00173158332237154
"GO:0038156","interleukin-3-mediated signaling pathway",0.339288704725268,0.489537014398895,-0.414405161580896,2,-0.00122441430943844,0.00173158332237154
"GO:0010615","positive regulation of cardiac muscle adaptation",0.339413921721985,0.489537014398895,0.414063171506096,1,0.00390136351491801,NA
"GO:1903244","positive regulation of cardiac muscle hypertrophy in response to stress",0.339413921721985,0.489537014398895,0.414063171506096,1,0.00390136351491801,NA
"GO:0033007","negative regulation of mast cell activation involved in immune response",0.339464121939082,0.489537014398895,0.413926079310491,4,0.00239992494338275,0.00440695743350886
"GO:0072190","ureter urothelium development",0.339473908161774,0.489537014398895,-0.413899354938686,3,-0.000832456719489136,0.002332332119979
"GO:0046339","diacylglycerol metabolic process",0.339474385803022,0.489537014398895,-0.413898050595974,13,6.78667324141347e-05,0.00514028024493523
"GO:0090182","regulation of secretion of lysosomal enzymes",0.339489817312247,0.489537014398895,-0.413855910609666,1,-0.00210037512773448,NA
"GO:0090341","negative regulation of secretion of lysosomal enzymes",0.339489817312247,0.489537014398895,-0.413855910609666,1,-0.00210037512773448,NA
"GO:0008481","sphinganine kinase activity",0.339520268297783,0.489537014398895,-0.413772757962229,2,-0.00122117273605414,0.0105566792358015
"GO:0017050","D-erythro-sphingosine kinase activity",0.339520268297783,0.489537014398895,-0.413772757962229,2,-0.00122117273605414,0.0105566792358015
"GO:0051057","positive regulation of small GTPase mediated signal transduction",0.339539172676464,0.489537014398895,-0.413721137127072,34,0.000385890203959302,0.00843328129245467
"GO:0052866","phosphatidylinositol phosphate phosphatase activity",0.339543355932559,0.489537014398895,0.41370971435774,22,0.00153875226089576,0.00644094863156761
"GO:0006307","DNA dealkylation involved in DNA repair",0.339594067031399,0.489537014398895,0.413571247284886,7,0.00203270256895567,0.00763954290312923
"GO:0010903","negative regulation of very-low-density lipoprotein particle remodeling",0.339633355534044,0.489537014398895,-0.41346397515632,3,-0.000830634622621154,0.00143870136890562
"GO:0070653","high-density lipoprotein particle receptor binding",0.339633355534044,0.489537014398895,-0.41346397515632,3,-0.000830634622621154,0.00143870136890562
"GO:0048025","negative regulation of mRNA splicing, via spliceosome",0.339751801616143,0.489537014398895,0.413140602374369,15,0.00167271517154832,0.00971689859299579
"GO:0021612","facial nerve structural organization",0.339773196056327,0.489537014398895,-0.413082197454449,9,-9.8193685846598e-05,0.00350845177254411
"GO:0016926","protein desumoylation",0.339840188327643,0.489537014398895,0.412899323621482,4,0.00239620369829635,0.00756919619891859
"GO:0016929","SUMO-specific protease activity",0.339840188327643,0.489537014398895,0.412899323621482,4,0.00239620369829635,0.00756919619891859
"GO:0002253","activation of immune response",0.339851069155888,0.489537014398895,0.412869622711295,391,0.00104937082553745,0.00799477426654781
"GO:0045666","positive regulation of neuron differentiation",0.339914174799603,0.489537014398895,-0.412697373238586,77,0.000559562061624843,0.00736027894819499
"GO:0045335","phagocytic vesicle",0.339921612016326,0.489537014398895,0.412677073853631,77,0.00123990712045427,0.00852154924734565
"GO:0000003","reproduction",0.339989055550218,0.489537014398895,-0.412492999006391,887,0.000801971727850987,0.00647066413195653
"GO:0060467","negative regulation of fertilization",0.340002233397146,0.489537014398895,0.412457034104707,3,0.00262590641379282,0.00454820332461015
"GO:0060468","prevention of polyspermy",0.340002233397146,0.489537014398895,0.412457034104707,3,0.00262590641379282,0.00454820332461015
"GO:0032369","negative regulation of lipid transport",0.340017843682862,0.489537014398895,0.412414431295804,26,0.00148563716693691,0.00677454188614982
"GO:0002097","tRNA wobble base modification",0.34008914930907,0.489537014398895,0.412219837073861,6,0.00211951606392166,0.0103840925505635
"GO:0021678","third ventricle development",0.340163530287635,0.489537014398895,-0.412016866797321,3,-0.000824578366186303,0.00987511242115235
"GO:0035426","extracellular matrix-cell signaling",0.340168283763518,0.489537014398895,0.412003896123805,5,0.00223527647846893,0.00408717011459666
"GO:0072161","mesenchymal cell differentiation involved in kidney development",0.340171735927823,0.489537014398895,-0.411994476345377,7,-0.000228897162131393,0.00347654679594168
"GO:2001012","mesenchymal cell differentiation involved in renal system development",0.340171735927823,0.489537014398895,-0.411994476345377,7,-0.000228897162131393,0.00347654679594168
"GO:0032402","melanosome transport",0.340220183500359,0.489537014398895,0.411862283307363,19,0.00158434170468619,0.00766415481350186
"GO:0016594","glycine binding",0.340248522603019,0.489537014398895,0.41178496115804,14,0.00169724312837501,0.00534726686448732
"GO:0035175","histone kinase activity (H3-S10 specific)",0.340300315395915,0.489537014398895,-0.411643652879623,1,-0.00208433806204447,NA
"GO:1901419","regulation of response to alcohol",0.340344340692612,0.489537014398895,0.411523543424091,7,0.00202709297741333,0.00547371991307864
"GO:0060491","regulation of cell projection assembly",0.340367535566098,0.489537014398895,0.411460265747217,87,0.00121872371116152,0.00812596379687795
"GO:0051461","positive regulation of corticotropin secretion",0.340445799339581,0.489537014398895,-0.411246767371351,4,-0.000590728465224088,0.00273940663282328
"GO:0008158","hedgehog receptor activity",0.340507932845546,0.489537014398895,-0.411077284641642,10,-4.23603783761734e-05,0.00493467193744582
"GO:0021936","regulation of cerebellar granule cell precursor proliferation",0.340594105903678,0.489537014398895,-0.410842248316308,11,2.02247777834305e-06,0.00717937205063714
"GO:0048537","mucosal-associated lymphoid tissue development",0.340600522870272,0.489537014398895,0.410824746999443,12,0.0017591831629279,0.00731771607667292
"GO:0048541","Peyer's patch development",0.340600522870272,0.489537014398895,0.410824746999443,12,0.0017591831629279,0.00731771607667292
"GO:1990247","N6-methyladenosine-containing RNA binding",0.340609223142856,0.489537014398895,-0.410801018507869,3,-0.000819489950394209,0.000235527435885436
"GO:0001905","activation of membrane attack complex",0.340663821118397,0.489537014398895,0.410652117234006,2,0.00300466287574895,0.00454465221735031
"GO:0001969","regulation of activation of membrane attack complex",0.340663821118397,0.489537014398895,0.410652117234006,2,0.00300466287574895,0.00454465221735031
"GO:0039694","viral RNA genome replication",0.3406737841203,0.489537014398895,-0.410624946811948,13,7.44452055805989e-05,0.00626331807158897
"GO:0039703","RNA replication",0.3406737841203,0.489537014398895,-0.410624946811948,13,7.44452055805989e-05,0.00626331807158897
"GO:0003842","1-pyrroline-5-carboxylate dehydrogenase activity",0.340682536516006,0.489537014398895,0.410601078123001,1,0.00387626615928189,NA
"GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process",0.340698568311816,0.489537014398895,-0.410557358363216,20,0.000234612202613658,0.00672201236736765
"GO:0001783","B cell apoptotic process",0.340820137139541,0.489537014398895,0.410225857717094,20,0.0015643366584544,0.00939109318134223
"GO:0043159","acrosomal matrix",0.340894789998063,0.489537014398895,0.410022312488686,3,0.00261571692220264,0.00604987081384812
"GO:0009092","homoserine metabolic process",0.340935818364122,0.489537014398895,-0.409910453568752,2,-0.00120137534281598,0.000900050821738524
"GO:0019346","transsulfuration",0.340935818364122,0.489537014398895,-0.409910453568752,2,-0.00120137534281598,0.000900050821738524
"GO:0045844","positive regulation of striated muscle tissue development",0.341056774484918,0.489537014398895,-0.409580711051268,16,0.000157786446330267,0.00712442600046185
"GO:0048636","positive regulation of muscle organ development",0.341056774484918,0.489537014398895,-0.409580711051268,16,0.000157786446330267,0.00712442600046185
"GO:0051389","inactivation of MAPKK activity",0.341061946871985,0.489537014398895,-0.409566611427382,1,-0.00206928120417564,NA
"GO:0042996","regulation of Golgi to plasma membrane protein transport",0.341329014109927,0.489537014398895,0.408838712345332,9,0.00188742805894814,0.00320190313997003
"GO:0061113","pancreas morphogenesis",0.341339853124909,0.489537014398895,0.408809174888983,2,0.00299521632503656,0.004235875549108
"GO:0060136","embryonic process involved in female pregnancy",0.341399362264799,0.489537014398895,0.408647012574679,8,0.00194688057927134,0.00835672942563709
"GO:0001848","complement binding",0.341407296705425,0.489537014398895,0.408625392048207,17,0.001617846628364,0.00935523613577219
"GO:0010610","regulation of mRNA stability involved in response to stress",0.341433865638022,0.489537014398895,0.408552995857474,1,0.0038614192319168,NA
"GO:0046978","TAP1 binding",0.341477402737317,0.489537014398895,-0.408434368692196,4,-0.000580535558695475,0.00693703524391651
"GO:0034113","heterotypic cell-cell adhesion",0.34155666580873,0.489537014398895,-0.408218412387629,36,0.000407038636396379,0.00930192425616124
"GO:0032717","negative regulation of interleukin-8 production",0.341569789332299,0.489537014398895,0.408182658511587,6,0.00210756990948167,0.00659039476844262
"GO:0030991","intraciliary transport particle A",0.341616695316256,0.489537014398895,-0.40805487158332,7,-0.000218104794164276,0.00674655819295185
"GO:0014897","striated muscle hypertrophy",0.341665147676055,0.489537014398895,0.407922878827892,42,0.00135548827827007,0.00666360388350501
"GO:0051569","regulation of histone H3-K4 methylation",0.341677622056392,0.489537014398895,-0.407888897570887,18,0.000203149806921113,0.00402045859118796
"GO:0050651","dermatan sulfate proteoglycan biosynthetic process",0.341688362019982,0.489537014398895,0.407859641387708,15,0.00166283467061525,0.00469983218885621
"GO:0060342","photoreceptor inner segment membrane",0.341699501506003,0.489537014398895,-0.407829297254809,2,-0.00119070775535012,0.00168391505643896
"GO:0071230","cellular response to amino acid stimulus",0.34174153398662,0.489537014398895,0.407714803506268,41,0.00136079086875118,0.00737975612197515
"GO:0006384","transcription initiation from RNA polymerase III promoter",0.341746415462462,0.489537014398895,0.407701507029387,6,0.00210614616519423,0.00913438870382871
"GO:0030504","inorganic diphosphate transmembrane transporter activity",0.341780827796355,0.489537014398895,-0.407607774552882,1,-0.00205508123316604,NA
"GO:0004090","carbonyl reductase (NADPH) activity",0.341788166090376,0.489537014398895,-0.407587786936474,4,-0.00057746731351073,0.0094274551217225
"GO:0060306","regulation of membrane repolarization",0.341819158784344,0.489537014398895,-0.407503372643821,20,0.00023955986652699,0.00539423796904486
"GO:0070697","activin receptor binding",0.34186578187075,0.489537014398895,0.407376391576717,5,0.00222027616536469,0.00439900017549439
"GO:0005384","manganese ion transmembrane transporter activity",0.341868507416942,0.489537014398895,0.407368968574187,5,0.00222025210328955,0.00967010011813969
"GO:0071421","manganese ion transmembrane transport",0.341868507416942,0.489537014398895,0.407368968574187,5,0.00222025210328955,0.00967010011813969
"GO:0015919","peroxisomal membrane transport",0.342003835268667,0.489537014398895,-0.407000432502873,7,-0.000215216206287466,0.00489682321633671
"GO:0015758","glucose transport",0.342032679867479,0.489537014398895,0.406921887638239,122,0.00116586505668973,0.00698303235653529
"GO:0019240","citrulline biosynthetic process",0.342062931783573,0.489537014398895,0.406839513295814,9,0.00188259833256259,0.00527189088829929
"GO:0021750","vestibular nucleus development",0.34213978050028,0.489537014398895,0.406630270779983,2,0.00298404770209038,0.00422008073106448
"GO:0000052","citrulline metabolic process",0.342174826680949,0.489537014398895,0.406534853483876,13,0.00171682020303552,0.00491436135171446
"GO:0051725","protein de-ADP-ribosylation",0.342212908429484,0.489537014398895,-0.406431175697647,4,-0.000573275436187402,0.00358309615512802
"GO:0004163","diphosphomevalonate decarboxylase activity",0.34221525417489,0.489537014398895,-0.406424789534718,1,-0.00204650555584375,NA
"GO:0034080","CENP-A containing nucleosome assembly",0.342218863549367,0.489537014398895,-0.406414963243473,22,0.0002720010077528,0.00498853890736977
"GO:0061641","CENP-A containing chromatin organization",0.342218863549367,0.489537014398895,-0.406414963243473,22,0.0002720010077528,0.00498853890736977
"GO:0001965","G-protein alpha-subunit binding",0.342244447039169,0.489537014398895,-0.406345314952965,14,0.000112777699308052,0.00522945090769561
"GO:0031103","axon regeneration",0.342293902755918,0.489537014398895,-0.406210682688058,26,0.000322662067729202,0.00466138717507939
"GO:0002069","columnar/cuboidal epithelial cell maturation",0.342361613807048,0.489537014398895,-0.406026366247571,6,-0.000301703449666068,0.00351143774523964
"GO:0030134","ER to Golgi transport vesicle",0.342451942754153,0.489537014398895,0.405780503041241,45,0.00133768394452879,0.00500805929097068
"GO:0030896","checkpoint clamp complex",0.342468872205171,0.489537014398895,-0.405734426089519,4,-0.000570750223925665,0.00117516999686726
"GO:0031727","CCR2 chemokine receptor binding",0.342496728773764,0.489537014398895,0.405658610634753,3,0.00259745450441732,0.00746778074325776
"GO:0032966","negative regulation of collagen biosynthetic process",0.342555700031845,0.489537014398895,-0.405498119996322,4,-0.000569893785634055,0.00950820547761323
"GO:0030202","heparin metabolic process",0.342624587212817,0.489537014398895,-0.405310656338542,8,-0.000138845417954114,0.00728450916166814
"GO:0030210","heparin biosynthetic process",0.342624587212817,0.489537014398895,-0.405310656338542,8,-0.000138845417954114,0.00728450916166814
"GO:0072185","metanephric cap development",0.342669049680499,0.489537014398895,-0.405189667561325,2,-0.00117717754599291,0.000496063025957845
"GO:0072186","metanephric cap morphogenesis",0.342669049680499,0.489537014398895,-0.405189667561325,2,-0.00117717754599291,0.000496063025957845
"GO:0090094","metanephric cap mesenchymal cell proliferation involved in metanephros development",0.342669049680499,0.489537014398895,-0.405189667561325,2,-0.00117717754599291,0.000496063025957845
"GO:0030223","neutrophil differentiation",0.342756632616904,0.489537014398895,-0.404951359125228,4,-0.000567912173818538,0.00265113892723683
"GO:0034334","adherens junction maintenance",0.342780151276452,0.489537014398895,-0.404887370041078,2,-0.00117562802988192,0.00364232478962997
"GO:0005875","microtubule associated complex",0.342784315816824,0.489537014398895,0.404876039418247,133,0.00115325907460328,0.00702776903614432
"GO:0051716","cellular response to stimulus",0.342795094145886,0.489537014398895,0.404846714651205,6006,0.000930260645222814,0.00715060974142685
"GO:0070891","lipoteichoic acid binding",0.342859263498642,0.489537014398895,-0.404672135303029,3,-0.000793840116975066,0.000827040456973494
"GO:0003283","atrial septum development",0.342864301138392,0.489537014398895,0.404658430406256,17,0.00161087523164341,0.00900640316862881
"GO:0019674","NAD metabolic process",0.342982897998655,0.489537014398895,-0.404335809648191,23,0.000288957908165719,0.0074538317196534
"GO:0015207","adenine transmembrane transporter activity",0.342999507221966,0.489537014398895,0.404290630697508,2,0.00297205517896694,0.010606660171198
"GO:0097105","presynaptic membrane assembly",0.343005777418169,0.489537014398895,-0.404273575274996,9,-7.69135461973164e-05,0.00447038020085251
"GO:0001772","immunological synapse",0.343034895238331,0.489537014398895,-0.40419437407501,29,0.000356085685932832,0.00661439805620386
"GO:0090238","positive regulation of arachidonic acid secretion",0.34312737936221,0.489537014398895,0.403942831754098,4,0.00236374290776009,0.0116556425642677
"GO:0050766","positive regulation of phagocytosis",0.343130805146833,0.489537014398895,0.403933514647874,35,0.00139420573125646,0.0089734787796627
"GO:0005345","purine nucleobase transmembrane transporter activity",0.343330058528971,0.489537014398895,0.403391665532029,4,0.00236174532974069,0.00628339227921467
"GO:0010665","regulation of cardiac muscle cell apoptotic process",0.343475977999389,0.489537014398895,0.402994927635277,13,0.00170970545546169,0.00714077054534291
"GO:0050873","brown fat cell differentiation",0.343544588312497,0.489537014398895,0.402808406180536,34,0.00140004180598236,0.00816490638182705
"GO:0005086","ARF guanyl-nucleotide exchange factor activity",0.343615719955606,0.489537014398895,0.40261504512601,18,0.00158732941611295,0.00906391983994463
"GO:0003190","atrioventricular valve formation",0.343628899211732,0.489537014398895,0.402579220882871,2,0.00296328283747329,0.0080226246505826
"GO:1902911","protein kinase complex",0.343665792448545,0.489537014398895,0.402478939344517,79,0.00122725533920455,0.0062496885823379
"GO:0015327","cystine:glutamate antiporter activity",0.343676273157421,0.489537014398895,0.402450451890901,1,0.00381718076135387,NA
"GO:0015328","cystine secondary active transmembrane transporter activity",0.343676273157421,0.489537014398895,0.402450451890901,1,0.00381718076135387,NA
"GO:1901680","sulfur-containing amino acid secondary active transmembrane transporter activity",0.343676273157421,0.489537014398895,0.402450451890901,1,0.00381718076135387,NA
"GO:2000252","negative regulation of feeding behavior",0.343741681876535,0.489537014398895,-0.402272672835572,7,-0.000202264723823787,0.00131479621429763
"GO:0017091","AU-rich element binding",0.343762606734579,0.489537014398895,-0.402215802345483,18,0.000212838325777515,0.00481832978472959
"GO:0003215","cardiac right ventricle morphogenesis",0.343775661364682,0.489537014398895,0.40218032256246,16,0.00162829364548752,0.00583945839439641
"GO:0003006","developmental process involved in reproduction",0.343807373350015,0.489537014398895,0.402094138057462,592,0.00101745789154406,0.00691050351700865
"GO:0001543","ovarian follicle rupture",0.34380965022416,0.489537014398895,-0.402087950251032,2,-0.00116127876872171,0.00954579883991426
"GO:0042357","thiamine diphosphate metabolic process",0.343904779495097,0.489537014398895,-0.40182943346094,2,-0.00115995366380228,0.00386080659403875
"GO:0007172","signal complex assembly",0.343921645200222,0.489537014398895,0.401783603179018,8,0.00192929343444445,0.00566473397900215
"GO:0016938","kinesin I complex",0.343928463485674,0.489537014398895,-0.40176507564625,1,-0.00201272642753008,NA
"GO:0012507","ER to Golgi transport vesicle membrane",0.343930493911391,0.489537014398895,0.401759558335843,37,0.00137803998759605,0.0048104390340869
"GO:0035195","gene silencing by miRNA",0.343969879991003,0.489537014398895,-0.401652536289656,29,0.000359504557355257,0.00859946147322291
"GO:0071798","response to prostaglandin D",0.34405341545777,0.489537014398895,0.401425564296243,2,0.0029573694265195,0.00418235195193142
"GO:0071799","cellular response to prostaglandin D stimulus",0.34405341545777,0.489537014398895,0.401425564296243,2,0.0029573694265195,0.00418235195193142
"GO:0046174","polyol catabolic process",0.344086848837491,0.489537014398895,-0.401334729145051,16,0.000172724063751039,0.00675707895325986
"GO:0005459","UDP-galactose transmembrane transporter activity",0.344089053433122,0.489537014398895,0.401328739595444,2,0.00295687312263415,0.00919193664944296
"GO:0015785","UDP-galactose transport",0.344089053433122,0.489537014398895,0.401328739595444,2,0.00295687312263415,0.00919193664944296
"GO:0072334","UDP-galactose transmembrane transport",0.344089053433122,0.489537014398895,0.401328739595444,2,0.00295687312263415,0.00919193664944296
"GO:2001256","regulation of store-operated calcium entry",0.344193733613592,0.489537014398895,0.401044356100726,4,0.00235323803459639,0.00232971044921259
"GO:0001105","RNA polymerase II transcription coactivator activity",0.344198468723196,0.489537014398895,0.401031493047439,23,0.00150553654356223,0.00584896869488182
"GO:0070901","mitochondrial tRNA methylation",0.344224492769518,0.489537014398895,-0.400960799206258,1,-0.00200689607877554,NA
"GO:0021872","forebrain generation of neurons",0.344256830457588,0.489537014398895,0.400872957265791,65,0.00125951416997819,0.00626482934706031
"GO:0001514","selenocysteine incorporation",0.344332668593482,0.489537014398895,-0.400666963049248,6,-0.000285844785669472,0.00507289267672162
"GO:0006451","translational readthrough",0.344332668593482,0.489537014398895,-0.400666963049248,6,-0.000285844785669472,0.00507289267672162
"GO:0042612","MHC class I protein complex",0.344444989053744,0.489537014398895,0.40036190548912,10,0.00181728888047936,0.00545482027493927
"GO:0005967","mitochondrial pyruvate dehydrogenase complex",0.344499195958519,0.489537014398895,-0.400214695187104,2,-0.00115167684112672,0.0136065504528092
"GO:0051957","positive regulation of amino acid transport",0.344593797948408,0.489537014398895,-0.399957804269485,8,-0.000125129001061525,0.00605941152168508
"GO:0002581","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.344883326139212,0.489537014398895,-0.399171756762872,3,-0.000770820622463266,0.0161709679485461
"GO:0046135","pyrimidine nucleoside catabolic process",0.344899924708243,0.489537014398895,-0.399126700361207,21,0.000268732393747816,0.00926282245799189
"GO:0016115","terpenoid catabolic process",0.34490199688144,0.489537014398895,-0.399121075555635,5,-0.000394030185208722,0.00993564918322022
"GO:0001094","TFIID-class transcription factor binding",0.344944236901232,0.489537014398895,0.399006419986983,2,0.00294496938076672,0.00243645613385545
"GO:0044803","multi-organism membrane organization",0.344968370304177,0.489537014398895,0.398940915055985,5,0.00219293209952816,0.00563593165823551
"GO:0071732","cellular response to nitric oxide",0.344968637261501,0.489537014398895,0.398940190467327,8,0.00192200733095269,0.00547404755722381
"GO:0000132","establishment of mitotic spindle orientation",0.34499478731406,0.489537014398895,0.398869213727558,15,0.00164601388191616,0.00604965684763848
"GO:0006333","chromatin assembly or disassembly",0.345041941743517,0.489537014398895,0.398741231771556,125,0.00115734401383618,0.00607814323708345
"GO:1900034","regulation of cellular response to heat",0.345053808537816,0.489537014398895,0.398709025103878,2,0.00294344499458479,0.004162659831441
"GO:0047708","biotinidase activity",0.345061074432254,0.489537014398895,-0.398689305555425,1,-0.0019904296009334,NA
"GO:0090080","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway",0.345089199887479,0.489537014398895,-0.398612974876118,6,-0.000279766961873562,0.0076988126664321
"GO:0045358","negative regulation of interferon-beta biosynthetic process",0.345112287895812,0.489537014398895,0.398550317239919,1,0.00378890796350202,NA
"GO:0021526","medial motor column neuron differentiation",0.345207829312753,0.489537014398895,-0.398291047783177,2,-0.00114181661256177,0.00161477253922776
"GO:0006566","threonine metabolic process",0.345284957183579,0.489537014398895,-0.398081766448295,2,-0.00114074387865424,0.00352266359575886
"GO:0004084","branched-chain-amino-acid transaminase activity",0.345306530379247,0.489537014398895,0.398023232140976,2,0.00293992975819133,0.00637293279224539
"GO:0009082","branched-chain amino acid biosynthetic process",0.345306530379247,0.489537014398895,0.398023232140976,2,0.00293992975819133,0.00637293279224539
"GO:0052654","L-leucine transaminase activity",0.345306530379247,0.489537014398895,0.398023232140976,2,0.00293992975819133,0.00637293279224539
"GO:0052655","L-valine transaminase activity",0.345306530379247,0.489537014398895,0.398023232140976,2,0.00293992975819133,0.00637293279224539
"GO:0052656","L-isoleucine transaminase activity",0.345306530379247,0.489537014398895,0.398023232140976,2,0.00293992975819133,0.00637293279224539
"GO:0045013","carbon catabolite repression of transcription",0.345332920714398,0.489537014398895,-0.397951629398122,2,-0.00114007682238559,0.00161231210436492
"GO:0045014","negative regulation of transcription by glucose",0.345332920714398,0.489537014398895,-0.397951629398122,2,-0.00114007682238559,0.00161231210436492
"GO:0034373","intermediate-density lipoprotein particle remodeling",0.345341345931929,0.489537014398895,-0.39792877037258,1,-0.00198491634064676,NA
"GO:0006323","DNA packaging",0.345364827719333,0.489537014398895,-0.397865061449803,137,0.00065430951954805,0.00541591017940897
"GO:0097479","synaptic vesicle localization",0.345486386809915,0.489537014398895,0.397535282778223,83,0.00121530430091273,0.00801970738998175
"GO:0060391","positive regulation of SMAD protein import into nucleus",0.345498309243339,0.489537014398895,0.397502940637622,11,0.00176831607006655,0.00812529100921503
"GO:0072176","nephric duct development",0.345499531426693,0.489537014398895,0.397499625228398,12,0.00173130717571282,0.00592091597917688
"GO:0045134","uridine-diphosphatase activity",0.345548732291297,0.489537014398895,-0.397366161975217,4,-0.000540421332593145,0.00491099251690181
"GO:2000852","regulation of corticosterone secretion",0.345587593596773,0.489537014398895,-0.397260751020788,4,-0.000540039294294823,0.00161543054708344
"GO:0014012","peripheral nervous system axon regeneration",0.345609955865643,0.489537014398895,0.397200095561089,5,0.0021872891364115,0.00562802817089443
"GO:0051385","response to mineralocorticoid",0.345615354503233,0.489537014398895,-0.397185452505429,26,0.000335483709513359,0.00971367941019288
"GO:0051542","elastin biosynthetic process",0.345629287660993,0.489537014398895,-0.397147661141087,2,-0.00113595584327209,0.000515316926473207
"GO:0051181","cofactor transport",0.34567054086042,0.489537014398895,0.397035772050172,22,0.00151299796049509,0.00679993396937252
"GO:0045910","negative regulation of DNA recombination",0.345672726937569,0.489537014398895,-0.397029842995772,14,0.000130818888715902,0.00740679583314816
"GO:0004487","methylenetetrahydrofolate dehydrogenase (NAD+) activity",0.345680174851553,0.489537014398895,-0.39700964295016,2,-0.00113524838986567,0.00127484852027321
"GO:0033004","negative regulation of mast cell activation",0.345691228052427,0.489537014398895,-0.396979665034414,7,-0.00018776476982,0.00577598689352648
"GO:0008332","low voltage-gated calcium channel activity",0.34573623507843,0.489537014398895,-0.39685760300593,2,-0.0011344690637802,0.00160438153609067
"GO:0017077","oxidative phosphorylation uncoupler activity",0.34573623507843,0.489537014398895,-0.39685760300593,2,-0.0011344690637802,0.00160438153609067
"GO:0031235","intrinsic component of the cytoplasmic side of the plasma membrane",0.345778164729389,0.489537014398895,-0.396743892341922,14,0.000131372686733984,0.00550749559632126
"GO:0060466","activation of meiosis involved in egg activation",0.34580281191135,0.489537014398895,-0.396677053077085,2,-0.00113354360126448,0.00265674980317394
"GO:0001980","regulation of systemic arterial blood pressure by ischemic conditions",0.345922348155642,0.489537014398895,-0.396352914792816,2,-0.00113188213380271,0.00160072306463159
"GO:0010824","regulation of centrosome duplication",0.345962176105252,0.489537014398895,0.396244925307094,19,0.00155838248443739,0.00635667836862239
"GO:0048505","regulation of timing of cell differentiation",0.345998060715508,0.489537014398895,-0.396147631747185,11,3.41312939646079e-05,0.0014810927214459
"GO:0043691","reverse cholesterol transport",0.346013886491171,0.489537014398895,-0.396104724682528,16,0.00018219823027949,0.00497769950377307
"GO:1901203","positive regulation of extracellular matrix assembly",0.346031542326543,0.489537014398895,-0.396056856794937,2,-0.00113036460022478,0.00288137911051222
"GO:0038180","nerve growth factor signaling pathway",0.346039833875277,0.489537014398895,0.396034377349181,7,0.00198466111181244,0.00944081313311858
"GO:0001190","RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription",0.346066968266778,0.489537014398895,0.395960813953284,39,0.00135886360463956,0.00676147657453408
"GO:0060340","positive regulation of type I interferon-mediated signaling pathway",0.346075345516224,0.489537014398895,0.395938103026784,8,0.00191431463136913,0.00743586371524959
"GO:0055119","relaxation of cardiac muscle",0.346085000931308,0.489537014398895,0.395911927215558,15,0.00164048089801135,0.00699237392318321
"GO:0034596","phosphatidylinositol phosphate 4-phosphatase activity",0.346191422586479,0.489537014398895,0.395623436285457,4,0.00233359112984364,0.00564837352308984
